asin,overall,reviewText,summary
B00005O0I3,5.0,"Great graphics, great moves, great title.
All i could ask for is more adult content. :)",Awesome
B00ZSJUTCM,5.0,SO NICE !,Five Stars
B000WE8JES,5.0,No problems with it. It works great.,It works great.
B006WJ70SS,5.0,"Don't get any other grip for the Vita, seriously trust me. I've tried 2 other ones, one just felt awkward and another one didn't secure the Vita good enough.

This one, it secures the Vita, your able to charge the Vita, it feels like your holding a controller, hands not cramped, can play for hours or all day.",BEST one to get
B00M5PXA6O,5.0,good,Five Stars
B0017QFMJU,5.0,"My Wii AC adapter has broken twice, the first one was the one that came with the Wii itself and the other was a GameStop brand. The official one broke due to a power surge during a storm and the GameStop one broke god knows how, the place where you insert it into the Wii was cheap plastic and all I could see were exposed wires. I then bought this for a very cheap price ($3.50), it arrived fairly quickly and I still have it (I ordered it a year ago). I don't believe it's Nintendo brand, but it looks like it is which is nice. This gets the job done for a great price and is durable enough to survive longer than the other AC cords I've gone through.
I almost forgot to mention, not that it should effect your decision on buying this, but the power brick is very light from what I remember of the real one. This has absolutely no effect on anything, it was just something I noticed, I urge you to buy this if you need a new AC cord. This is perfect in price and quality.
Overall: A+",Perfect Price and Durable
B00SZ9EHP2,5.0,Looks great and is awesome to have on the PS4. Memories of when I was one of the very few who picked it up on the PS day one made me smile :),Its Resident Evil. Duh its great!
B0050SYZ2G,5.0,works,works
B013HJ7ACQ,5.0,"Ordered for grandson, he loves his skylanders!",Grandson loves skylanders!
B006VB2UO6,5.0,Great gift,Five Stars
B00005O0I7,5.0,"Ok, please, people who are planning to buy one of the new systems, ....
The Xbox controller: I love this controller, I especially like how the analogs are set up.  I like how the diagonal abxy buttons are set up, instead of in a big diamond.  The major issue, how big it is...THIS CONTROLLER IS NOT TOO BIG! People who say this have looked at it on amazon, the ps2 controller picture is smaller than the xbox picutre.  If you're hands really are too small, you have to be like 4 for this, go get a controller s type or a madcatz (love the colors!)
 ...
The point:  Ok, the Xbox controller is nice, although I do like the S type a little better.  It has great looks and nice controlls.  ...P>Xbox controller: 23/25
...",This controller is NOT too big
B0128UH1VU,5.0,This 1 came in great condition.,Another that came in good condition!
B000P297EI,5.0,"The latest in Capcom's Devil May Cry series, DMC4 introduces some new elements but keeps a lot of the styles and conventions that made Devil May Cry popular in the first place.

The story this time revolves around Nero, a member of The Order of the Sword, a group of holy knights that protects the world against demons. Nero sees Dante, the hero of the previous games, kill the holy leader of their order in the middle of a crowded sermon. After fighting Dante - the story's introductory battle, which ends in Dante leaving with a smart remark - Nero must protect the city from the incursion of demons that have overrun it. The mystery of the occurrences and the truth behind Dante's purpose runs deeper as the story progresses.

As mentioned, the main character is Nero, not Dante. However, for the most part, Nero is similar to Dante and Vergil - a white haired pretty-boy in a long coat with a sword and a gun. Nero has three main weapons - his sword, the Red Queen, his dual-barrel revolver, the Blue Rose, and his glowing demonic arm, the Devil Bringer. Each has its own purposes and abilities. The Red Queen is used for most of the game's combat. Besides combo attacks and the like, it can also be ""revved up"" like an engine (the sword's hilt resembles a motorcycle's handle) to increase its damage. The Blue Rose isn't as damaging as either of the other two weapons, but can be used to wear down enemies - particularly bosses - from a distance. The Devil Bringer is used for throws, but also functions as a grappling hook for use in certain areas and against large enemies. Fans of Dante need not fear, as he is playable as well in parts of the game, using the weapons and styles he possessed in previous games.

DMC4 has a lot of callbacks to old games - moreso than the others do, anyways. The presence of the female leads from DMC 1 and 3 ties connections to those games (the other ones simply acted like they weren't there, similar to Bond Girls) and the introduction of the almost hilariously sexualized Gloria adds a new face to the series. Despite the difference in character styles, Nero and Dante play fairly similar apart from a few differences. This makes Nero familiar to fans of Dante, and Dante familiar to people who have played only this game and played Nero. Finally, the difficulty options are classified as ""Normal"" and ""Devil Hunter"", the latter being for people who have played the previous games and are used to the difficulty level established by it.

The graphics are phenomenal in this game, especially in the cutscenes - this actually leads to some parts where the in-game fighting seems drastically overshadowed by the cutscene fighting. As a whole, the game is very nice to look at, with plenty of cool effects to add to the stylish combat system that DMC loves. The sound is pretty good, with a rock-and-roll soundtrack during fight scenes, but it's nothing particularly exceptional. On another technical note, while the installation on the PS3 version does take 20 minutes at the beginning, I noticed almost no loading time during the rest of the game - the entire thing was smooth and seamless.

The gameplay, style, and graphics in this game are all fantastic. Capcom definitely knows what people want from a DMC game, and 4 delivers. The only mitigating factor is, even with the ""normal"" difficulty level, DMC4 can still get insanely hard at times (outside of combat as well as in it). But, as a whole, DMC4 is a solid package with a lot to love, and if you're willing to invest the time and effort it's worth it.

9/10","Gameplay, Style, and Graphics are all fantastic"
B001TOQ8T8,5.0,"This game has lots of worlds, which means fun. Recommend for children or adolescents. You can have fun as well just to spend time.","BIG Game, BIG Fun"
B01F9HMO2K,5.0,"Exactly as described, haven't had any issues with it!",Five Stars
B00K85X1TE,5.0,"Awesome game!!! Love it. Just be aware this game has partial nudity, fighting and gets a little weird when you get to dress them up. But fun game, where's part 2?",Awesome game!
B01CKH0WBC,5.0,Bought for the looks and it's adorable.,Five Stars
B001B7V55K,5.0,"low price, works perfect

Does the same thing the 30$ nintendo brand cables do.

This helps improve netflix quality and some games look better using them.","good buy, low price"
B00WW9NWVQ,5.0,I bought this controller for less than $14.00 on Amazon and it works perfectly with my PS3.,Works Well at a Reasonable Price
B00JUFT3HW,5.0,"Surprised this turned out as well as it has. A definate improvement over all previous Dragon Age games. A return to more traditional aspects of RPGs by Bioware. Many good gameplay options. Feel it has a good balance of action, looting, customization, and story. Would have liked to see attribute advancement system as well as skill tree advancement similar to Skyrim but not totally necessary.  Doesn't make you get caught up in becoming as powerful as possible through tanking etc. so you can concentrate on the experience. Happy to see Bioware make some changes that their consumers have wanted for some time. Over 90 hours and a lot of game left to play. Excited to keep playing.",Very Happy with this game
B0053BCO00,5.0,My son loves this game.,super awesome
B001GGS6VW,5.0,"My daughter plays with this, and seems to enjoy it.",and seems to enjoy it.
B000VTQ3LU,5.0,excelente,Five Stars
B00WTI3JPE,5.0,Game arrived at time and it was exactly as described. I had 0 issues with it and it works perfectly (very addicting game) i would definitely buy another product from this people.,Game arrived at time and it was exactly as described ...
B003S2SQFS,5.0,It just sized my weight incorectly but this is a good workout video.  It even show you the proper technic and if your not doing it correctly it will let you know.  It helped me to tone up spots I needed.  Love it,Love it
B00YQM1PNY,5.0,"When the Uncharted series first debuted in 2007, it was largely seen as something of a Tomb Raider ripoff (of the original Tomb Raider games, that is).  The series, however, quickly established itself as being something separate from the old Tomb Raider games (with the reboot now strangely being referred to as an Uncharted ripoff which is also... wrong).  They were pulp adventures, largely, filled with action and adventure, peppered by some fantastic set piece moments.  With Uncharted 4 on the horizon, the Uncharted collection is here to remind fans of what it is they loved and to introduce new players to the series.  These remasters are nice, but it also serves as a great way to see how the series evolved.  How it went from the style of the first game to the epicness of the third.

So let's start at the beginning.  The first story centers on Nathan Drake's quest to find Eldorado. As a descendant of Drake he is pretty smart about finding lost treasures and following clues to connect things. Here he wants to search for the Lost City of gold following clues that he has left behind. Along with his partner Sully and love interest, Elena, they travel across the world. Along the way they face pirates looking for the same treasure. What unfolds is a story that is so much bigger. What has often made the Uncharted games fun storytelling is that the games themselves have relatively simple stories... but they have fun, charming characters. The writing is fantastic, the sense of humor impeccable. It goes to show it isn't just the idea the story has going for it, but how that story is presented. Clearly Uncharted has borrowed cues from Romancing the Stone, Jewel of Nile, Tomb Raider and (most obvious of all) Indiana Jones. It's action packed, with spectacles all around.

You needn't play the Uncharted games in order to understand the story at all.  While games might make references to each other they're fairly episodic in nature.  If you're new to the series, however, I'd recommend starting with the first one just to get it out of the way.  Uncharted 2 and 3 are so much better games you'd likely never want to play the first one again afterwards.  The games are fun, but the first is most certainly the weakest in the series.  It's the one which features the most boring gameplay and most tame set piece moments.  The gameplay of Uncharted is very similar to Gears of War.  You play through each game and get into fire fights.  During these fire fights you can always take cover behind whatever structures are in the area.  Nate can carry two weapons at a time.  He can carry one two-handed weapon such as a shotgun or an assault rifle, and he can carry one pistol such as a handgun or desert eagle.  As fire fights commence you'll pop out and shoot and take cover.  Sometimes you might be chased out when enemies throw grenades or when your cover gets destroyed.  Nate can also grab grenades which, thankfully in this collection, don't require the motion controls to use anymore.

This makes up the basic frame work of all three games, but in the first Uncharted it's a somewhat daunted by these mechanics.  Not because they're bad, but because the first Uncharted doesn't fully know a lot of variety.  For the most part, the first Uncharted isn't a properly paced game.  For the most part you're constantly running from one gun fight to the next without a whole lot to break up the monotony of the gun fights themselves.  There are a good variety of weapons, but for the most part it's just mowing down bad guys in tense firefights.  There are a few set piece moments like an exciting jeep chase and a part on a jet ski, but aside from these moments the first Uncharted is definitely the game in this collection that hasn't aged very well at all.  The way melee combat works in the game is also a sign of this.  It feels loose and clumsy and, for the most part, isn't really necessary at all.  The first Uncharted also has a terrible implementation of quick time events.  The kind you're likely to fail because you're surprised the game has them in the first place.  These things don't make the first Uncharted bad.  It's a solid game.  They do, however, help you realize just how poorly the game has aged in comparison to the next two.

Uncharted 2, on the other hand, pretty much went above and beyond the first in almost every way. Where as the first begins with you on a boat digging up a coffin. Uncharted 2 opens literally with a bang. You're in a train teetering off the edge of a cliff and you have to climb out before it goes. But you've also been shot and you're bleeding out. The game then flashes back to the events which lead up to it. Like the first, Drake has found information about a famous explorer. This time Marco Polo. Apparently he found the lost city of Shambala and now Drake must find it. Sully and Elena return but we're also introduced to new characters such as Chloe and Flynn. But more than that, the story really amps up this time around on both an emotional level and on an adventurous one. The villain, for instance, is much more threatening and lethal. You won't find yourself in fear of the first game's Gabriel Roman by any means. But Zoran Lazarevic is so much more intimidating.

There are tons of areas where Uncharted 2 does better than the first. Even in specifics to gameplay. The platforming is more refined. Even more than that the gunplay is the most well tweaked. You now have a reticle for blind fire. You can throw grenades seamlessly and fighting hand to hand is simpler. It's complete with counter attacks. The story also paces so much better. The first Uncharted had a few big adventure moments such as a short jeep chase, but Uncharted 2 had so much more. A daring chase across rooftops as a Helicopter tries to gun you down, a fantastic train sequences, a game of cat and mouse with a tank... and it keeps pace brilliantly. Because of all this refinement with pacing, storytelling and gameplay, Uncharted 2 is pretty much the go to example of how to make a sequel better than the original. It outdoes the original in every way.

The pacing is improved because instead of running from gunfight to gunfight there are things that break up the action.  Uncharted 2 makes good use of downtime. After a tense helicopter chase, for instance, the game dials it back to giving you some simple platforming afterwards, a puzzle before it slowly starts to ramp up the action again.  Uncharted 2 does this again and again.  The puzzles aren't exactly hard, but they make for a nice break between the action.  In comparison to the first Uncharted which kept throwing armies of enemies at you from one room to the next, Uncharted 2 has a lot of variety.  It's a near perfect game.  If there were any problem with Uncharted 2 it would be that the game's final encounter feels pitiful compared to the rest of the experience.  It's simple and repetitive for a game that spent so much time giving us a lot of variety and gameplay improvements.  But after the final encounter we get back to doing what Uncharted 2 does best: set piece moments.  The first Uncharted combined a lot of gameplay mechanics and experiences from other games, but Uncharted 2 masters this combination to make a game that's really fluid.

Uncharted 2 is often cited as one of the greatest games and sequels of all time.  When Uncharted 3 came out, there wasn't really a lot of improvement needed.  Yet, it was also important to make the game feel somewhat different from the second game.  The third game centers more so on Nathan Drake and Victor Sullivan's relationship in terms of story.  Not just showing how they came to be allies, but also showing how deep their relationship goes.  Other characters from the series return such as Chloe and Elena, but the game tries to firmly keep to Nate and Sully.  The game is also constantly questioning Nate as it goes on.  What makes someone a madman?  And why does Nate always have to be so obsessed with treasure and danger?  Nathan Drake doesn't fear death... he welcomes it.  The adrenaline he receives from these moments gets him high... but when does the obsession end?  The game is constantly asking this question as it progresses.  It's certainly the best story in the series because of its focus on characters and themes, but it's also likely the best game to play.  It's the Uncharted that even manages to improve on the second one.

Yes, it uses the same basic gameplay.  Taking cover and popping up to fire.  But even Uncharted 3 makes some slight improvements.  For instance, you can now toss grenades back at your enemies.  There are also a larger variety of weapons.  Yet where Uncharted 3 really improves are its set piece moments.  Certainly Uncharted 2's helicopter chase and train sequences were phenomenal, but Uncharted 3 does better.  Some set piece moments include playing as a young Nathan Drake escaping dangerous agents, and Nathan Drake also being on a capsizing cruise liner.  They are intense moments that really show the strength of the Uncharted series.  The melee combat is also better.  This time around it feels more influenced by the Batman Arkham games than anything... but it works and feels fluid.  And unlike the second game, the third game's final encounter is definitely more exciting by giving you the best of Uncharted.  Uncharted 2's final encounter feels out of place... but Uncharted 3's final encounter drops silly gimmicks in favor of simply having you do the things Uncharted is best at: Platforming, melee combat and shooting.

The pacing in Uncharted 3 is also the best.  Uncharted 2 has great pacing, mind you.  It really does.  The third one has more moments of downtime and retrospection for the player.  The Uncharted games (specifically 2 and 3) show how important down time in a game can be.  To take time to breathe in the experience of a game is important.

The Uncharted games are also beautiful.  They have a lot of eye-popping visuals, but the style of the game also works.  Again, the first game was released (as well as the second) where so many developers weren't using a ton of lighthearted aesthetics when they wanted to be serious.  Uncharted opts to be light while peppering moments of seriousness.  The characters are always bantering with each other as you run through areas with them, but they're beautiful areas that are well presented.  The experience is even better on the Playstation 4.  It's in 60 frames per second and looks a lot cleaner and smoother.  This is on par with Naughty Dog's remaster of ""The Last of Us.""  It's not quite as good, though.

One point of contention I have with The Nathan Drake Collection is that the asking price is pretty high.  While the improvements are great, it's a game where you're likely going to play it because you haven't played them before.  In all honesty, it feels like this is the only reason you'd really want The Nathan Drake Collection.  Sixty dollars is a lot to put down on a remastered collection.  Especially when the first three games on the PS3 are exceedingly cheap used.  This isn't like finding a remastered PS2 game where the presentation has been changed to wide screen and the visual improvements are much more noticeable.  For some, the upgrade in visual fidelity is going to be hard to spot with a game remastered for the PS4.

This brings about the question, as always, as to whether or not it's worth buying the Nathan Drake Collection if you still have your trilogy of games on the PS3.  In all honesty, if you own the original three already and you want to experience it on the PS4, it would probably be better to simply wait for a price drop if you HAVE to experience them.  The second and third games have aged relatively well that any improvements to the games don't have an enormous impact on the package itself.  If, on the other hand, you've never played the Uncharted games before and you have a PS4 this is a good time to experience all three games.",Three Treasures Worth Experiencing if You Haven't Before
B003ZJ5B4I,5.0,"I almost didn't order this because some of the reviews talk about quality or keys sticking, being too close, not working etc.

I did order this and am very glad I did, the sound is great for gaming as I have a positive response and no longer mash the keys.  Non of the issues mentioned above were a problem, the keys actually have a minimal gap between them.

This is a great keyboard, and really great for gaming.","Great keyboard, old issues are non issues"
B002I0H79C,5.0,great game,Five Stars
B00N4ABT1C,5.0,"This was on my son's Christmas list, haven't heard any complaints.",Five Stars
B00YQ2KCWO,5.0,"Possibly the best game of the last few years.  As epic and well done as GTA V.  This game is an absolute pleasure to play.  I've completed two play throughs and have found new side quests each time.  I became a Fallout fan with Fallout II on the PC.  It was an awesome game.  Fallout 3 a disappointment and New Vegas only an average game.  This one revives the series in a story line more in tune with the original.  Yes, it is a slower type of game play but that is part of its allure.  You can relax and simply enjoy the character story lines and just go exploring if you're tired of the main quest.  Even the side quests will peak your interest to see what will happen.  It has multiple endings and each one different enough from the others to make them worth playing separately.  Even building settlements is fun and can keep you entertained.  An awesome game that is very well thought out and well done.  The story line is truly awesome.","Well thought out story line, awesome game"
B000TCEU4Q,5.0,"My husband loves this new Quadrant, so much better and CH.",so much better and CH
B001HWB68K,5.0,"This product has great value and a high fun factor. Critics poo-poo the price but they are discounting the Halo 3 mutliplayer. You get 2 discs with ODST. One disc has a fun and exciting campaign where you fight against extra-terrestrial hordes and a ""firefight"" mode where you and your friends fight even more extra-terrestrials. The VISR mode is an especially cool new feature for first person shooter veterans. The other disc has classic Halo 3 multiplayer with dozens of maps and a quick and easy matchmaking system. Never owned Halo 3? This is a no-brainer. Own Halo 3? Do what I did: sell Halo 3 and use the money to buy ODST.",Sit down for the campaign and stay for the multiplayer.
B0050SXLQC,5.0,nice,Five Stars
B00114XU56,5.0,"my son loes this game it was great thanks we love it, he can play all day if he could",game
B0002A6CPA,5.0,"Oh my god.. The minute I pop the disc in my PS2. I didn't know what I was getting myself into. I am extremely gald to have purchase Shadow Of Rome now even though it came out about a year ago. I guess I was just kinda slow. Nevertheless this is one incredible game to play. The unbelievable gladitorial fights in the arena is on hell of a hack and slash game. The crowds adores you for killing other gladiators. It is an incredible experience to win them all!!! Bravo!! as the lady crowd cheers and calling your name while you fight in the arena...Here, use this!! Here try this!!! As the crowd occasionally throws food, weapons and items into the arena for you to use.....Very interactive and extremely addictive. I love playing Agrippa the gladiator!!! Cause you have to fight to survive. Big animals like Tigers, Vultures and Yes!! Elephant in the arena!! Getting yourself to the end of the game is one hell of a journey. I can honestly tell you that right at the end of the game, you have to fight at least 5 to 6 bosses b4 it ends. The moment you think it is gonna be over, think again.. Capcom surprises you even more.... Adding more battles at the end putting the player at the edge of their seats. My my!! A BRILLIANT MASTERPIECE. I finished in 30 hours plus. And guess What?? I am gonna play again as there are bonuses for reply value. If you love God Of War, Onimusha, Lord of The Rings genre. This is for YOU!! The sneaking segment of the game gives the player a totally different gameplay and feel to the game. You need to disguise yourself with whatever you can find to seek for the truth of who kill Julius Caesar. Octavianus is the character you play using stealth gathering pertinent informations. You have to be patient though as sneaking missing is not as easy as it looks. But with perseverence and determination, you will get yourself thru and prosecute those who kill Caesar. You constantly switch between 2 characters back and forth as the plot advances... This game has an Epic story line and Hollywood grand scale movie making. When you play the game you will feel as though you are watching a recently release Blockbuster movie. A must buy game for 2005 and the years to come!! I have never played such an incredible hack and slash game in a very long time. Totally worth every penny!!! Hoping for Shadow Of Rome 2 if there's any for PS3. Highly recommended!!",Kill Them All!!!!
B00BI83EVU,5.0,This game was really good when it came out. Really enjoyed the tech aspect of it and how it did challenge you to think outside the box a little bit.,Good game.
B000E49SGE,5.0,This game was bought to replace one that we lost.  My boyfriend absolutely loves this game series and this was no exception.,Fun
B00USM22DI,5.0,"I used to own an xbox 360 and not a ps3, so I was never able to play the God of War series. But now that I have a Ps4, I was so exited to play the game. This game is an easy 10/10. Gameplay is so much fun, and each new weapon you get feels different, and your not pressing one button the entire time, and the boss battles are amazing. Definitely what God of War is known for. While I've never played the previous God of War games, I can tell that the boss battle are also amazing. Also, there is so much enemy variety and a great story. This game is freakin perfect. If you moved from xbox 360 to Ps4, BUY THIS GAME!",This game is an easy 10/10. Gameplay is so much fun
B00BGA9YZK,5.0,Excellent.,Five Stars
B01A6T4G9A,5.0,great head phones for a decent price.,Five Stars
B00009WAUO,5.0,"super amazing port, love the update in graphics. still holds up today as the best mario. everyone should have this version.",5 stars
B00000DMB3,5.0,Love it!,Five Stars
B00NFCCOMW,5.0,I really think this is helpful because my little brother might try to break it and if that happens it will minimize the damage. I got this along with a screen protector so this is especially.,Nice.
B000IMYKQ0,5.0,This item was on my son's wish list.  I bought it for his birthday.  It was just what he wanted!,Birthday Present
B000F1WDHW,5.0,"I've had an Xbox 360 for a while and just got Xbox live and hooked it all up. I thought this headset didn't work at first but I had to change the family settings to ""can communicate with everyone and friends"" and now it works perfectly.",Great! Definately worth buying!
B006L1FAK2,5.0,"This game looks beautiful on the Wii and Wii U.
The games are about timing, and the music that goes along with it is AWESOME.

My only gripe is the damn Monkey Levels. there SO hard, But i've seen someone play them without looking.
Its all about feeling the Rhythm and going with the flow.",Super Fun Time!
B00140P9BA,5.0,"ok... so DMR or how ever its typed... aja...
This is simply the BEST game i have ever played! Awsome story! very good graphics... excelent characters... its just awsome... the dialogue system is impressive... its like actually having the characters talking without any pause!
The third person feels soo great! my only complain is that you cant run always (not even a little fast)... aside this, i don't regret buying this game.
cut scenes are AWSOME, you can tell how much time they dedicated on this game!
its just perfect!!
-- it does have some bugs... just download patches and watch out... there are some more bugs! -- i had a couple of crashes and some video issues... but still... the game IS WORTH THAT AND MORE.

OH!... another friend and i played this game at the same time... and none of us repeated the same part!!! every choice you make CHANGES THE GAME!!! seriously wtf!! i had a character alive and in his game he executed his!!! and a lot of other things... you just need to play this... i actually love it more than COD4!!",GREAT GAME!!!
B006JKASCK,5.0,Item arrived and works perfectly on Vita. Very happy with my purchase. Got my games on the card and able to play Persona.,Awesome!
B008BKEWMI,5.0,"This is a really really fun game to play, but only if you are a member. Playing the free version of the game is horrible, but as a member, it's great fun.",Hours of fun & Hours of gameplay
B00PJKWN2Y,5.0,Best Christmas gift ever said my grand son!,Five Stars
B019WVLATM,5.0,I couldn't wait for this to arrive i remember playing hitman growing up. The statue is big and i felt like a little kid again opening it and now im downloading the content. If you like to collect statues i say get it of course you can get the hard copy game in january if this isn't your cup of tea. Overall im glad with this purchase especially since i got it at a good deal.,Amazing worth it if you like to collect.
B008Z7XBM4,5.0,My kids use this charger every day. We keep it in one place and had it for months and it's still working great.,Great
B0000296O5,5.0,"I am an avid video gamer, I've been playing video games since the early 80's.  My love of RPGs came when the first Final Fantasy was released on the orignal nintendo system.  Since then, I have been hooked to the series, buying consoles for the games (PSone/FF7, PS2/FF10, PS3/FF13), not the other way around. After saying that, my all time favorite would have to be FF8.  The graphics are horrible in comparision to todays games, but the game play makes up for it.  Most RPGs have at least 20-40hrs of playing time, but with the FF series, I'm surprised if I spend less than 200+ hrs.  I have played through the entire game over three times over my lifetime, and for me, the most enjoyable part about this game would have to be the side quests and the addictive card game!  I am the type of person that has to have 100% completion before I move on to the next game, and was devastated when my six year old broke disk 4 of this game, hence the reason why I bought yet another copy.  I was tickled pink to find this game had become a classic, with a classic price!  Would've paid more money for the game but was ecstatic to only pay $14 for it!!",My favorite RPM/Final Fantasy game!!
B00ISW0TGW,5.0,perfect,Five Stars
B000XJLQ24,5.0,"In a very short way to put it... incredibly fun. You will laugh, you will slash, pretend your a rock star and in between be the hero of an epic adventure. Lots of lil details to focus on, and you get to be Jack Black. I bought it recently and although its old its superb!",classic rules!
B00JQHU9RC,5.0,cant stop him from playing,Five Stars
B002MED6EO,5.0,it is midnight club so of course it is a fun game,really fun
B01HFRICLE,5.0,"Amazing game, you need to play this. I took it on vacation with me to play on the plane, trains and in the hotel while my wife/kid slept. I ended up playing through the game twice, and on the second play through I did all the job quests and maxed out all character stats. I always wanted to play River City Ranson EX, but it is so expensive to buy these days... I may have to bite the bullet and just get it.

Double Dragon 2 was a favorite game of mine growing up with the NES, and playing this brought me back to those days.","Amazing game, you need to play this"
B00LCHZRIK,5.0,"The Legend of Zelda: Breath of the Wild is a wonderful way to end the Wii Us lifecycle. Massive, beautiful, and groundbreaking, BotW is everything a next-gen Zelda game should be.

I know most people got this game for the Switch, but I wanted to get it on the system it was built for. That being said, the game plays really well. From what Ive heard, the Wii U version is almost identical to the Switch version. My only complaint in terms of translation to the Switch is that it removed the second-screen part of the game. Obviously, the Shiekah Slate was meant to represent the game pad. But because of the Switch, this function was removed and replaced with a black screen.

Complaints aside, this game is wonderfully large and deep. Whereas other open-world games tend to be very shallow, there really isn't an empty space in the land of Hyrule. The graphics are great and resemble a sort of mature Wind Waker style. Music is fairly limited, but great in its own way. I absolutely love the amount of customization in the game.

Were I to write a longer review, I could discuss so many things about the game! It is truly groundbreaking and superior to games of its kind. This game is one of the greatest ever made and easily the best game of 2017!",The Adventure of a Lifetime!
B0009OGJ02,5.0,"One of the best Sonic games ever created. I just had to pick this up after buying my Sega CD and if your lucky enough to own that console then i highly recommend that you pick this title up, you will not be upset that you did.",One of the best
B01GW3P9PE,5.0,"The game is a masterpiece! Beautifully done, acted and the new camera angles adds to the new feel and setting of the game.",Kratos Returns!
B004XV9EWW,5.0,"hello, my friend! the product is of excellent quality and complies with all the features exposed by you. I have no complaints whatsoever! Thank you very much and happy day!",Excellent
B00552Q7ZK,5.0,"It does protect the new controllers with brand new thumb gums.

It also helped me restore one controller wich thumb grips had wore off over time.
Unlike other brands of grips this one really attaches to the joystick, others only are setted like caps.",Awesome work as intended and protect both damaged controllers and new ones
B01GVE4YB4,5.0,"You're gonna need this for your XBOX ONE X if you plan on keeping your Kinect.  Works as intended, wished it didn't require external power though.",You're gonna need this for your XBOX ONE X if ...
B00003031F,5.0,"This game is Everything a piece of plastic could hold: Gun's, Exotic locations, Blood, Gore, and tons of moving targets(if you get what I mean).  Sure this game is not for the Sensitive non-violent type but for people like me (Who could even eat through it) it's everything you ever wanted.  There are unique places you can shoot people.  Shoot the guy in the leg and  he screams in pain.  If you whip out a shot gun and shoot the guy in the  head there will be no head.  Shotgun in the limbs the guy is limbless.  Shoot him in the groin,, well I'd hate to be him. And even more shots but I  won't spoil it.  Well this game is worth the price all I could do is try to  convince you to buy this game.  You are only cheating yourself if you waste  the [money] on another game.
Best way you could spend your gaming Dollar.",Everything you need!
B00C710AQO,5.0,"The only bad thing seems to be is that when my son starts the game the screen goes black. After some playing around a bit, realized the PS3 system needs to be connected to the internet for the game to start? Never had this issue before but not a huge problem but I guess its something to take into consideration for people without internet service.",My sons favorite game!
B00ZB0UDS8,5.0,"I give it more like a 4.5..it's not perfect and some of the controls can be a little frustrating. But overall it's still the same great game that was on vita but with more content. Plus the graphics are beautiful, I'd say in the top 5 best looking ps4 games",GREAT
B00CMN0Z0S,5.0,Bought it for a friend who had a Xbox 360 4gb unit so he had more storage. Got it on sale pretty cheap and it works great. My friend replaced it because he wanted more space. He gave it to his little brother who has no issue playing on it. Good product and it won't break the bank.,Good Product Great Price
B00007F8PB,5.0,"When my freind introduced this game to me I thought it was the most complicated game! When I got into it the adventure and the monsters they had in the game it was the greatest!!They have an great story to go with it you have to buy this game and see what I mean!!!!You will become a fan very quickly,(EDIT) but it is short I'm still waiting for the seqal, Brandon and I finished it in 17 hours, but just because we where going for a record of my house! Love the hack and slash with plenty of weapons and armor and places. So I'm not changing my ratings though. I always play as the Dwarven (Dwarf) Fighter, he is awsome Always use the Bull Rush!
  Sincerily,
  Snow Leapord",Very great RPG!
B003N0YCDA,5.0,"Wow is what i say. I have played almost all the fallout games there are up to this point. this is by far the best; Graphics are top notch, AI is very adaptable and well designed. like the others you can play this game so many different ways your game experiance is never the same. there are over a hundred side missions that you can take on and they differ depending on if you are a good guy or bad. there are hidden remnants of past games and character who seem like old friends and/or enemies.  there are a multitude of new characters just waiting to meet you. if you are looking for a massive game to get lost in and have the alternate life you always wanted in a mad max sort of way then you will love this game.",Fallout: New Vagas
B0001Q5SG4,5.0,"exellent!!! Primal Rage is a child hood fave of mine!
Rampage is awesome 2!",Rampage is awesome 2!
B00L9OPNW6,5.0,My Son enoys this game,Five Stars
B00BY0G0YU,5.0,Great,Five Stars
B016P6KIFY,5.0,Great system with uncharted collection.,Sony
